,article_id,sentence_no
0,28200,0
1,28200,1
2,28200,2
3,28200,3
4,28200,4
5,28200,5
6,28200,6
7,28200,7
8,28200,8
9,28200,9
10,28200,10
11,28200,11
12,28200,12
13,28200,13
14,28200,14
15,28200,15
16,28200,16
17,28200,17
18,28200,18
19,28200,19
20,28200,20
21,28200,21
22,28200,22
23,28200,23
24,28200,24
25,28200,25
26,28200,26
27,28200,27
28,28200,28
29,28200,29
30,28200,30
31,28200,31
32,28200,32
33,28200,33
34,28200,34
35,28200,35
36,28200,36
37,28200,37
38,28200,38
39,28200,39
40,28200,40
41,28200,41
42,28200,42
43,28200,43
44,28200,44
45,28200,45
46,28200,46
47,28200,47
48,28200,48
49,28200,49
50,28200,50
51,28200,51
52,28200,52
53,28200,53
54,28200,54
55,28200,55
56,28200,56
57,28200,57
58,28200,58
59,28200,59
60,28200,60
61,28200,61
62,28200,62
63,28200,63
64,28200,64
65,28200,65
66,28200,66
67,28200,67
68,28200,68
69,28222,69
70,28222,70
71,28222,71
72,28222,72
73,28222,73
74,28222,74
75,28222,75
76,28222,76
77,28222,77
78,28222,78
79,28222,79
80,28222,80
81,28222,81
82,28222,82
83,28222,83
84,28222,84
85,28222,85
86,28222,86
87,28222,87
88,28222,88
89,28222,89
90,28222,90
91,28222,91
92,28222,92
93,28222,93
94,28222,94
95,28222,95
96,28222,96
97,28222,97
98,28222,98
99,28222,99
100,28222,100
101,28222,101
102,28222,102
103,28222,103
104,28222,104
105,28222,105
106,28222,106
107,28222,107
108,28222,108
109,28222,109
110,28222,110
111,28222,111
112,28222,112
113,28222,113
114,28222,114
115,28222,115
116,28222,116
117,28222,117
118,28222,118
119,28405,119
120,28405,120
121,28405,121
122,28405,122
123,28405,123
124,28405,124
125,28405,125
126,28405,126
127,28405,127
128,28405,128
129,28405,129
130,28405,130
131,28405,131
132,28405,132
133,28405,133
134,28405,134
135,28405,135
136,28405,136
137,28405,137
138,28405,138
139,28405,139
140,28405,140
141,28405,141
142,28405,142
143,28405,143
144,28405,144
145,28405,145
146,28405,146
147,28405,147
148,28405,148
149,28432,149
150,28432,150
151,28432,151
152,28432,152
153,28432,153
154,28432,154
155,28432,155
156,28432,156
157,28432,157
158,28432,158
159,28432,159
160,28432,160
161,28432,161
162,28432,162
163,28432,163
164,28432,164
165,28432,165
166,28432,166
167,28432,167
168,28432,168
169,28432,169
170,28432,170
171,28432,171
172,28432,172
173,28432,173
174,28432,174
175,28432,175
176,28432,176
177,28432,177
178,28432,178
179,28432,179
180,28432,180
181,28432,181
182,28432,182
183,28475,183
184,28475,184
185,28475,185
186,28475,186
187,28475,187
188,28475,188
189,28475,189
190,28475,190
191,28475,191
192,28475,192
193,28475,193
194,28475,194
195,28475,195
196,28475,196
197,28475,197
198,28475,198
199,28475,199
200,28475,200
201,28475,201
202,28475,202
203,28475,203
204,28475,204
205,28475,205
206,28475,206
207,28475,207
208,28475,208
209,28475,209
210,28475,210
211,28475,211
212,28475,212
213,28475,213
214,28475,214
215,28475,215
216,28475,216
217,28475,217
218,28475,218
219,28475,219
220,28475,220
221,28475,221
222,28475,222
223,28475,223
224,28475,224
225,28475,225
226,28475,226
227,28475,227
228,28475,228
229,28475,229
230,28475,230
231,28475,231
232,28475,232
233,28509,233
234,28509,234
235,28509,235
