,article_id,sentence_no
0,21,0
1,21,1
2,21,2
3,21,3
4,21,4
5,21,5
6,21,6
7,21,7
8,21,8
9,22,9
10,22,10
11,22,11
12,22,12
13,22,13
14,22,14
15,22,15
16,22,16
17,22,17
18,22,18
19,23,19
20,23,20
21,23,21
22,23,22
23,23,23
24,23,24
25,23,25
26,23,26
27,244,27
28,244,28
29,244,29
30,244,30
31,244,31
32,244,32
33,244,33
34,244,34
35,244,35
36,244,36
37,244,37
38,244,38
39,244,39
40,244,40
41,244,41
42,244,42
43,244,43
44,244,44
45,244,45
46,245,46
47,245,47
48,245,48
49,245,49
50,245,50
51,245,51
52,245,52
53,245,53
54,245,54
55,245,55
56,245,56
57,245,57
58,245,58
59,245,59
60,245,60
61,246,61
62,246,62
63,246,63
64,246,64
65,246,65
66,246,66
67,246,67
68,246,68
69,246,69
70,246,70
71,246,71
72,246,72
73,246,73
74,246,74
75,246,75
76,246,76
77,246,77
78,249,78
79,249,79
80,249,80
81,249,81
82,249,82
83,249,83
84,249,84
85,249,85
86,249,86
87,249,87
88,249,88
89,249,89
90,249,90
91,249,91
92,249,92
93,249,93
94,249,94
95,249,95
96,250,96
97,250,97
98,250,98
99,250,99
100,250,100
101,250,101
102,250,102
103,250,103
104,250,104
105,250,105
106,250,106
107,250,107
108,250,108
109,250,109
110,250,110
111,250,111
112,250,112
113,250,113
114,250,114
115,255,115
116,255,116
117,255,117
118,255,118
119,255,119
120,255,120
121,255,121
122,255,122
123,255,123
124,255,124
125,255,125
126,255,126
127,255,127
128,255,128
129,256,129
130,256,130
131,256,131
132,256,132
133,256,133
134,256,134
135,256,135
136,256,136
137,256,137
138,256,138
139,256,139
140,256,140
141,256,141
142,256,142
143,256,143
144,256,144
145,256,145
146,256,146
147,256,147
148,256,148
149,256,149
150,259,150
151,259,151
152,259,152
153,259,153
154,259,154
155,259,155
156,260,156
157,260,157
158,260,158
159,260,159
160,260,160
161,260,161
162,260,162
163,260,163
164,260,164
165,263,165
166,263,166
167,263,167
168,263,168
169,263,169
170,263,170
171,263,171
172,263,172
173,263,173
174,263,174
175,263,175
176,263,176
177,263,177
178,263,178
179,263,179
180,263,180
181,263,181
182,263,182
183,266,183
184,266,184
185,266,185
186,266,186
187,266,187
188,266,188
189,266,189
190,266,190
191,266,191
192,266,192
193,266,193
194,266,194
195,266,195
196,267,196
197,267,197
198,267,198
199,267,199
200,267,200
201,267,201
202,267,202
203,267,203
204,267,204
205,267,205
206,267,206
207,267,207
208,267,208
209,269,209
210,269,210
211,269,211
212,269,212
213,269,213
214,270,214
215,270,215
216,270,216
217,270,217
218,270,218
219,270,219
220,270,220
221,270,221
222,270,222
223,270,223
224,270,224
225,270,225
226,270,226
227,271,227
228,271,228
229,271,229
230,271,230
231,271,231
232,272,232
233,272,233
234,272,234
235,272,235
236,272,236
237,272,237
238,272,238
239,272,239
240,272,240
241,274,241
242,274,242
243,274,243
244,274,244
245,274,245
246,274,246
247,275,247
248,275,248
249,275,249
250,275,250
251,275,251
252,275,252
253,275,253
254,275,254
255,275,255
256,275,256
257,275,257
258,275,258
259,275,259
260,276,260
261,276,261
262,276,262
263,276,263
264,276,264
265,276,265
266,276,266
267,276,267
268,277,268
269,277,269
270,277,270
271,277,271
272,277,272
273,277,273
274,277,274
275,277,275
276,277,276
277,278,277
278,278,278
279,278,279
280,278,280
281,278,281
282,278,282
283,278,283
284,278,284
285,279,285
286,279,286
287,279,287
288,279,288
289,279,289
290,279,290
291,280,291
292,280,292
293,280,293
294,280,294
295,280,295
296,281,296
297,281,297
298,281,298
299,281,299
300,281,300
301,515,301
302,515,302
303,515,303
304,515,304
305,515,305
306,515,306
307,515,307
308,515,308
309,515,309
310,515,310
311,515,311
312,515,312
313,515,313
314,515,314
315,515,315
316,515,316
317,515,317
318,516,318
319,516,319
320,516,320
321,516,321
322,516,322
323,516,323
324,516,324
325,516,325
326,516,326
327,516,327
328,516,328
329,516,329
330,517,330
331,517,331
332,517,332
333,517,333
334,517,334
335,517,335
336,517,336
337,517,337
338,517,338
339,517,339
340,517,340
341,517,341
342,517,342
343,517,343
344,517,344
345,517,345
346,519,346
347,519,347
348,519,348
349,519,349
350,519,350
351,519,351
352,519,352
353,519,353
354,519,354
355,519,355
356,519,356
357,519,357
358,520,358
359,520,359
360,520,360
361,520,361
362,520,362
363,520,363
364,520,364
365,520,365
366,520,366
367,520,367
368,520,368
369,520,369
370,520,370
371,520,371
372,548,372
373,548,373
374,548,374
375,548,375
376,548,376
377,548,377
378,548,378
379,548,379
380,548,380
381,548,381
382,548,382
383,571,383
384,571,384
385,571,385
386,571,386
387,571,387
388,571,388
389,571,389
390,571,390
391,571,391
392,571,392
393,571,393
394,581,394
395,581,395
396,581,396
397,581,397
398,581,398
399,581,399
400,581,400
401,581,401
402,581,402
403,581,403
404,827,404
405,827,405
406,827,406
407,827,407
408,827,408
409,827,409
410,827,410
411,827,411
412,1418,412
413,1418,413
414,1418,414
415,1418,415
416,1418,416
417,1418,417
418,1418,418
419,1418,419
420,1576,420
421,1576,421
422,1576,422
423,1576,423
424,1576,424
425,1576,425
426,1576,426
427,1576,427
428,1577,428
429,1577,429
430,1577,430
431,1577,431
432,1577,432
433,1577,433
434,1577,434
435,1577,435
436,1577,436
437,1577,437
438,1577,438
439,1577,439
440,1577,440
441,1577,441
442,1577,442
443,1577,443
444,1577,444
445,1577,445
446,1577,446
447,1578,447
448,1578,448
449,1578,449
450,1578,450
451,1578,451
452,1578,452
453,1578,453
454,1578,454
455,1578,455
456,1578,456
457,1578,457
458,1578,458
459,1578,459
460,1578,460
461,1578,461
462,1578,462
463,1578,463
464,1578,464
465,1578,465
466,1578,466
467,1578,467
468,1578,468
469,1578,469
470,1578,470
471,1578,471
472,1578,472
473,1578,473
474,1578,474
475,1750,475
476,2119,476
477,2119,477
478,2119,478
479,2119,479
480,2119,480
481,2119,481
482,2119,482
483,2119,483
484,2119,484
485,2119,485
486,2119,486
487,2119,487
488,2119,488
489,2119,489
490,2119,490
491,2119,491
492,2119,492
493,2119,493
494,2119,494
495,2119,495
496,2119,496
497,2119,497
498,2404,498
499,2404,499
500,2404,500
501,2404,501
502,2404,502
503,2404,503
504,2404,504
505,2404,505
506,2404,506
507,2404,507
508,2404,508
509,2404,509
510,2421,510
511,2421,511
512,2421,512
513,2421,513
514,2421,514
515,2421,515
516,2421,516
517,2421,517
518,2421,518
519,2421,519
520,2570,520
521,2570,521
522,2570,522
523,2570,523
524,2570,524
525,2570,525
526,2570,526
527,2570,527
528,2570,528
529,2570,529
530,2606,530
531,2606,531
532,2606,532
533,2606,533
534,2606,534
535,2606,535
536,2606,536
537,2606,537
538,2606,538
539,2606,539
540,2606,540
541,2606,541
542,2606,542
543,2606,543
544,2606,544
545,2606,545
546,2606,546
547,2606,547
548,2612,548
549,2612,549
550,2612,550
551,2612,551
552,2612,552
553,2661,553
554,2661,554
555,2661,555
556,2661,556
557,2661,557
558,2661,558
559,2661,559
560,2661,560
561,2661,561
562,2661,562
563,2661,563
564,2661,564
565,2661,565
566,2661,566
567,2661,567
568,2661,568
569,2661,569
570,2661,570
571,2661,571
572,2661,572
573,2668,573
574,2668,574
575,2668,575
576,2668,576
577,2668,577
578,2668,578
579,2668,579
580,2668,580
581,2668,581
582,2702,582
583,2702,583
584,2702,584
585,2702,585
586,2702,586
587,2702,587
588,2702,588
589,2702,589
590,2702,590
591,2726,591
592,2726,592
593,2726,593
594,2726,594
595,2726,595
596,2726,596
597,2748,597
598,2748,598
599,2748,599
600,2748,600
601,2748,601
602,2748,602
603,2943,603
604,2943,604
605,2943,605
606,2943,606
607,2943,607
608,2943,608
609,2971,609
610,2971,610
611,2971,611
612,2971,612
613,2971,613
614,2971,614
615,2971,615
616,2971,616
617,2971,617
618,2971,618
619,2971,619
620,2971,620
621,2971,621
622,2971,622
623,2971,623
624,2971,624
625,2971,625
626,2971,626
627,2971,627
628,2971,628
629,2971,629
630,2971,630
631,2971,631
632,2971,632
633,2971,633
634,2971,634
635,2971,635
636,2971,636
637,2971,637
638,2971,638
639,2971,639
640,2971,640
641,2971,641
642,2971,642
643,2971,643
644,2971,644
645,2971,645
646,2971,646
647,2971,647
648,2971,648
649,2971,649
650,2971,650
651,2971,651
652,2976,652
653,2976,653
654,2976,654
655,2976,655
656,2976,656
657,2976,657
658,2976,658
659,2976,659
660,2976,660
661,2976,661
662,2976,662
663,2976,663
664,2976,664
665,2976,665
666,2976,666
667,2976,667
668,2976,668
669,2976,669
670,2976,670
671,2976,671
672,2976,672
673,2976,673
674,2976,674
675,2976,675
